Timestamp,Strategy,Side,Size(BTC),Price(USD),Value(USD),OrderId
2025-11-23 14:17:49.014,MeanReversion,Buy,0.046000,86897.35,3997.28,3516650
2025-11-23 14:18:36.108,MeanReversion,Buy,0.046000,86897.28,3997.27,3516694
2025-11-23 14:19:37.701,MeanReversion,Buy,0.046000,86896.48,3997.24,3516856
2025-11-23 14:21:17.171,MeanReversion,Sell,0.046000,86611.77,3984.14,3517073
2025-11-23 14:21:17.543,MeanReversion_Exit,Buy,0.046000,86895.08,3997.17,3517074
2025-11-23 14:21:25.520,MeanReversion_Exit,Sell,0.046000,86611.89,3984.15,3517076
2025-11-23 14:21:25.678,MeanReversion_Exit,Sell,0.046000,86611.89,3984.15,3517077
2025-11-23 14:21:25.842,MeanReversion_Exit,Sell,0.046000,86611.89,3984.15,3517078
2025-11-23 14:23:06.179,MeanReversion,Buy,0.046000,86892.22,3997.04,3517273
2025-11-23 14:24:07.503,MeanReversion,Buy,0.046000,86890.58,3996.97,3517427
2025-11-23 14:25:08.150,MeanReversion,Sell,0.046000,86654.21,3986.09,3517506
2025-11-23 14:28:03.217,MeanReversion,Buy,0.046000,86889.82,3996.93,3517866
2025-11-23 14:28:07.298,MeanReversion_Exit,Sell,0.046000,86660.76,3986.39,3517873
2025-11-23 14:29:32.590,MeanReversion_Exit,Sell,0.046000,86663.64,3986.53,3517990
2025-11-23 14:30:05.373,MeanReversion,Buy,0.046000,86889.70,3996.93,3518074
2025-11-23 14:30:08.364,MeanReversion_Exit,Buy,0.046000,86969.44,4000.59,3518078
2025-11-23 14:31:24.160,MeanReversion,Buy,0.046000,86889.43,3996.91,3518237
2025-11-23 14:32:09.556,MeanReversion,Sell,0.046000,86668.46,3986.75,3518334
2025-11-23 14:33:03.511,MeanReversion_Exit,Sell,0.046000,86671.40,3986.88,3518523
2025-11-23 14:33:04.389,MeanReversion,Sell,0.045000,86671.43,3900.21,3518525
2025-11-23 14:35:06.272,MeanReversion_Exit,Sell,0.046000,86677.82,3987.18,3518748
2025-11-23 14:35:14.386,OBI,Buy,0.034000,86899.04,2954.57,3518798
2025-11-23 14:35:17.766,MeanReversion,Sell,0.045000,86689.74,3901.04,3518801
2025-11-23 14:35:45.206,OBI,Buy,0.034000,86897.50,2954.52,3518863
2025-11-23 14:36:15.227,OBI,Buy,0.034000,86897.44,2954.51,3518919
2025-11-23 14:36:25.439,MeanReversion_Exit,Sell,0.046000,86693.39,3987.90,3518964
2025-11-23 14:36:40.997,MeanReversion,Sell,0.046000,86694.09,3987.93,3519011
2025-11-23 14:36:48.458,OBI,Buy,0.034000,86897.51,2954.52,3519024
2025-11-23 14:37:10.419,MeanReversion_Exit,Buy,0.046000,87090.17,4006.15,3519058
2025-11-23 14:37:26.386,OBI,Buy,0.034000,86977.20,2957.22,3519082
2025-11-23 14:37:26.650,MeanReversion,Sell,0.046000,86897.50,3997.28,3519083
2025-11-23 14:37:58.620,OBI,Buy,0.034000,86897.37,2954.51,3519219
2025-11-23 14:38:04.615,MeanReversion_Exit,Buy,0.045000,86897.27,3910.38,3519272
2025-11-23 14:38:13.018,MeanReversion,Buy,0.046000,86897.20,3997.27,3519281
2025-11-23 14:40:19.353,OBI_Exit,Sell,0.034000,86644.48,2945.91,3519512
2025-11-23 14:40:19.511,MeanReversion_Exit,Buy,0.045000,86896.88,3910.36,3519513
2025-11-23 14:40:22.022,MeanReversion,Buy,0.046000,86896.87,3997.26,3519514
2025-11-23 14:40:43.639,OBI_Exit,Sell,0.034000,86644.89,2945.93,3519566
2025-11-23 14:40:45.691,OBI_Exit,Sell,0.034000,86644.97,2945.93,3519568
2025-11-23 14:41:15.959,OBI_Exit,Sell,0.034000,86646.26,2945.97,3519613
2025-11-23 14:41:45.785,MeanReversion_Exit,Buy,0.046000,86897.51,3997.29,3519700
2025-11-23 14:41:48.682,OBI_Exit,Sell,0.034000,86647.98,2946.03,3519702
2025-11-23 14:42:34.419,MeanReversion_Exit,Buy,0.046000,87026.87,4003.24,3519762
2025-11-23 14:43:05.736,OBI_Exit,Sell,0.034000,86651.78,2946.16,3519870
2025-11-23 14:43:13.251,MeanReversion_Exit,Sell,0.046000,86651.96,3985.99,3519874
2025-11-23 14:45:24.485,MeanReversion_Exit,Sell,0.046000,86655.39,3986.15,3520145
2025-11-23 14:47:42.081,MeanReversion,Buy,0.046000,86899.09,3997.36,3520432
2025-11-23 14:48:30.496,MeanReversion,Buy,0.046000,86897.44,3997.28,3520545
2025-11-23 14:50:01.167,MeanReversion,Sell,0.046000,86735.27,3989.82,3520791
